用户ID,用户所在地,年龄,性别,权益
CUST_940518,徐汇区,37,女,会员
CUST_818343,许昌市,42,女,会员
CUST_836194,中卫市,42,女,会员
CUST_639296,镇江市,48,男,普通
CUST_162649,苏州市,34,女,会员
CUST_936194,遵义市,45,男,普通
CUST_439161,滁州市,58,女,普通
CUST_552351,嘉兴市,16,男,会员
CUST_430426,武威市,32,女,普通
CUST_714689,朝阳市,38,男,普通
CUST_591855,宜昌市,31,男,会员
CUST_776382,石家庄市,47,男,会员
CUST_689849,鸡西市,27,男,普通
CUST_849312,昌都市,44,女,普通
CUST_684926,忻州市,37,男,普通
CUST_596372,乌鲁木齐市,49,男,普通
CUST_654400,桃园市,31,女,会员
CUST_990276,石景山区,37,女,普通
CUST_966312,汉中市,28,男,会员
CUST_724974,未知,37,男,会员
CUST_988056,伊春市,41,男,普通
CUST_826900,宣城市,27,女,会员
CUST_691843,西青区,36,女,会员
CUST_722562,未知,36,女,会员
CUST_536944,离岛区,42,男,普通
CUST_440999,宝山区,28,女,普通
CUST_670713,津南区,40,女,普通
CUST_778133,吉林市,61,女,普通
CUST_351110,咸宁市,23,男,会员
CUST_810972,圣安多尼堂区,54,女,普通
CUST_222606,潼南区,38,女,普通
CUST_550486,天水市,34,女,会员
CUST_563384,天水市,58,女,会员
CUST_646521,通州区,36,女,会员
CUST_803675,兴安盟,39,女,会员
CUST_518084,西青区,34,女,普通
CUST_602381,鄂州市,26,女,普通
CUST_623006,贵港市,58,男,普通
CUST_479584,徐州市,44,男,会员
CUST_102544,揭阳市,36,女,普通
CUST_809691,邢台市,61,女,普通
CUST_106514,南开区,49,男,普通
CUST_163638,包头市,53,女,普通
CUST_412818,南充市,21,男,会员
CUST_328352,黄南藏族自治州,7,女,普通
CUST_870105,通辽市,43,女,普通
CUST_825357,南宁市,29,男,会员
CUST_270042,未知,34,男,会员
CUST_991769,淮北市,26,男,普通
CUST_971134,廊坊市,55,男,普通
CUST_299798,湘潭市,57,女,普通
CUST_319729,海东市,55,男,普通
CUST_535829,伊春市,26,男,普通
CUST_396127,屯昌县,45,女,会员
CUST_822649,鹤壁市,32,男,普通
CUST_167427,渝中区,35,男,普通
CUST_600922,泉州市,50,女,普通
CUST_484246,南通市,40,女,普通
CUST_902297,风顺堂区,50,女,会员
CUST_472684,蚌埠市,43,女,普通
CUST_413216,遵义市,51,,会员
CUST_231203,滨州市,33,女,会员
CUST_261951,鹰潭市,31,女,会员
CUST_157750,大同市,46,男,会员
CUST_430315,赤峰市,47,男,会员
CUST_739457,武威市,39,女,会员
CUST_265007,九龙坡区,25,女,普通
CUST_131989,果洛藏族自治州,42,男,普通
CUST_512398,阿坝藏族羌族自治州,20,男,普通
CUST_295180,未知,50,女,会员
CUST_153880,牡丹江市,25,男,普通
CUST_301798,台南市,48,男,普通
CUST_657515,扬州市,41,女,普通
CUST_160911,松原市,40,女,会员
CUST_490889,武威市,54,女,普通
CUST_639733,晋城市,48,男,会员
CUST_833386,镇江市,36,男,会员
CUST_997322,龙岩市,23,男,普通
CUST_535472,乐东黎族自治县,17,女,会员
CUST_927249,盘锦市,39,女,会员
CUST_573301,定安县,36,男,普通
CUST_909137,和田市,37,女,会员
CUST_267126,未知,133,女,会员
CUST_975325,德宏傣族景颇族自治州,39,女,会员
CUST_958751,秦皇岛市,42,女,会员
CUST_990626,青岛市,44,女,普通
CUST_280324,喀什市,39,男,普通
CUST_630137,永川区,36,男,会员
CUST_137373,和平区,44,男,会员
CUST_147616,天水市,35,女,普通
CUST_978726,乐山市,45,男,普通
CUST_475070,德阳市,51,,普通
CUST_784271,孝感市,47,男,普通
CUST_904877,海西蒙古族藏族自治州,36,男,会员
CUST_230763,呼伦贝尔市,26,女,会员
CUST_798863,静海区,48,男,普通
CUST_206544,南区,23,女,普通
CUST_411248,吕梁市,43,男,会员
CUST_415423,海东市,36,女,会员
CUST_568568,曲靖市,42,女,会员
CUST_508947,果洛藏族自治州,27,女,普通
CUST_879443,信阳市,46,女,会员
CUST_863724,贺州市,41,男,普通
CUST_943092,宁波市,58,男,会员
CUST_887059,安顺市,58,女,会员
CUST_660001,张家口市,38,男,会员
CUST_796848,鞍山市,29,男,普通
CUST_265222,呼和浩特市,133,女,会员
CUST_698492,奉贤区,49,男,普通
CUST_843547,焦作市,49,男,会员
CUST_860301,辽阳市,42,男,普通
CUST_785663,河池市,36,女,会员
CUST_187086,金华市,52,男,普通
CUST_845302,德州市,38,男,普通
CUST_840441,伊犁哈萨克自治州,44,男,普通
CUST_507669,宿州市,28,女,普通
CUST_619163,海北藏族自治州,44,男,会员
CUST_732407,澄迈县,49,男,会员
CUST_826941,虹口区,44,男,会员
CUST_102276,海淀区,39,女,普通
CUST_387954,铁岭市,33,女,会员
CUST_122151,怀柔区,40,男,会员
CUST_205836,莆田市,38,男,普通
CUST_367348,马鞍山市,40,男,普通
CUST_877254,揭阳市,27,男,普通
CUST_904047,河东区,39,男,会员
CUST_215987,博尔塔拉蒙古自治州,7,男,普通
CUST_546561,无锡市,43,男,会员
CUST_860548,大同市,41,男,普通
CUST_440979,大理白族自治州,31,女,普通
CUST_222738,怀柔区,48,女,普通
CUST_164552,银川市,29,女,会员
CUST_540659,伊春市,37,女,会员
CUST_663955,山南市,30,女,普通
CUST_665236,铜梁区,45,男,会员
CUST_975255,万州区,45,男,普通
CUST_223709,浦东新区,38,女,会员
CUST_572452,六盘水市,32,男,会员
CUST_474234,承德市,42,女,会员
CUST_423857,阿克苏市,33,男,普通
CUST_819513,龙岩市,53,女,普通
CUST_539089,驻马店市,36,男,普通
CUST_262905,迪庆藏族自治州,49,男,会员
CUST_916069,北区,35,男,会员
CUST_241184,邵阳市,31,女,会员
CUST_714292,普洱市,44,女,普通
CUST_816702,河池市,19,女,普通
CUST_793628,资阳市,25,男,普通
CUST_915126,南京市,34,女,会员
CUST_760843,渭南市,40,女,会员
CUST_422685,泰州市,40,女,会员
CUST_273703,合肥市,54,女,会员
CUST_175221,花地玛堂区,71,男,会员
CUST_497903,长春市,33,男,会员
CUST_259616,益阳市,38,男,普通
CUST_724359,菏泽市,65,男,会员
CUST_592480,江津区,33,男,会员
CUST_130969,舟山市,50,女,普通
CUST_647226,和平区,36,男,会员
CUST_976685,怀化市,133,男,会员
CUST_928516,丽江市,24,男,会员
CUST_561087,绵阳市,41,男,会员
CUST_715947,株洲市,47,女,会员
CUST_633592,昌吉回族自治州,133,女,会员
CUST_453705,澄迈县,22,女,会员
CUST_192831,保山市,22,男,普通
CUST_900572,宁河区,49,男,普通
CUST_683675,荃湾区,49,女,会员
CUST_880510,大连市,51,女,会员
CUST_868061,葵青区,66,女,会员
CUST_397230,嘉模堂区,47,男,普通
CUST_169277,苏州市,60,女,普通
CUST_512885,西贡区,41,女,会员
CUST_815238,金山区,41,女,会员
CUST_900593,湘西土家族苗族自治州,47,男,普通
CUST_717440,九龙城区,43,,普通
CUST_327831,廊坊市,37,男,普通
CUST_450209,青浦区,37,男,普通
CUST_767633,上饶市,57,男,普通
CUST_856765,宣城市,38,女,会员
CUST_404663,虹口区,40,女,普通
CUST_988960,普洱市,37,,会员
CUST_636533,绍兴市,32,女,会员
CUST_812305,嘉定区,64,女,普通
CUST_948803,凉山彝族自治州,33,女,普通
CUST_972925,南岸区,34,女,普通
CUST_234123,宜宾市,25,男,普通
CUST_164405,乐东黎族自治县,43,女,普通
CUST_155885,咸阳市,28,男,普通
CUST_738308,厦门市,32,女,普通
CUST_806624,阿拉善盟,43,女,会员
CUST_336985,无锡市,54,男,会员
CUST_153952,淮北市,133,女,普通
CUST_675957,抚顺市,49,女,会员
CUST_837182,黔南布依族苗族自治州,48,女,普通
CUST_992981,石景山区,62,女,会员
CUST_311547,锦州市,48,女,普通
CUST_875607,延边朝鲜族自治州,41,男,会员
CUST_711172,新余市,36,女,会员
CUST_975525,通州区,22,男,普通
CUST_897791,文山壮族苗族自治州,45,女,会员
CUST_368153,营口市,49,女,普通
CUST_347478,阿里地区,40,男,普通
CUST_512637,奉贤区,42,男,会员
CUST_624871,苏州市,35,男,普通
CUST_476883,安阳市,37,男,会员
CUST_613338,宁河区,41,女,普通
CUST_740545,阳泉市,46,男,会员
CUST_977570,深圳市,34,女,普通
CUST_586835,抚州市,27,男,普通
CUST_245392,台北市,26,女,普通
CUST_542598,克拉玛依市,7,男,会员
CUST_431305,遵义市,44,男,会员
CUST_181801,七台河市,46,男,会员
CUST_222829,广元市,37,男,会员
CUST_470301,张掖市,45,男,会员
CUST_868790,江门市,43,女,普通
CUST_916242,三亚市,25,男,普通
CUST_237491,芜湖市,47,男,会员
CUST_693479,盘锦市,29,女,普通
CUST_851874,虹口区,30,男,会员
CUST_972491,未知,32,男,普通
CUST_932073,渝北区,20,女,会员
CUST_115391,沙田区,64,,会员
CUST_910656,石景山区,71,女,会员
CUST_931111,未知,39,男,会员
CUST_890848,平凉市,33,女,普通
CUST_830247,温州市,54,男,普通
CUST_763992,桃园市,38,女,会员
CUST_716390,琼中黎族苗族自治县,43,女,会员
CUST_926050,徐汇区,46,女,普通
CUST_903501,西青区,21,女,会员
CUST_907816,玉溪市,23,女,普通
CUST_220517,深水埗区,31,男,会员
CUST_859308,菏泽市,26,男,会员
CUST_363780,呼和浩特市,7,男,普通
CUST_542834,迪庆藏族自治州,33,女,会员
CUST_533456,文昌市,46,女,会员
CUST_119811,渭南市,54,女,会员
CUST_635378,黄南藏族自治州,46,男,普通
CUST_890002,未知,41,男,会员
CUST_825994,齐齐哈尔市,39,男,普通
CUST_344644,孝感市,43,女,普通
CUST_857573,邯郸市,35,女,普通
CUST_635494,保亭黎族苗族自治县,46,女,会员
CUST_764376,荣昌区,32,女,会员
CUST_500416,克孜勒苏柯尔克孜自治州,57,女,会员
CUST_606320,延安市,29,女,会员
CUST_836942,高雄市,45,女,普通
CUST_457901,伊犁哈萨克自治州,30,女,普通
CUST_962941,沧州市,36,男,会员
CUST_192952,松江区,37,男,会员
CUST_539993,海北藏族自治州,34,女,普通
CUST_576859,巴南区,43,男,普通
CUST_684868,临夏回族自治州,43,男,会员
CUST_470704,迪庆藏族自治州,47,女,普通
CUST_745191,和田市,18,男,会员
CUST_584281,大庆市,20,男,会员
CUST_991333,商洛市,30,女,会员
CUST_450177,防城港市,51,女,普通
CUST_794726,黔南布依族苗族自治州,41,男,会员
CUST_382017,浦东新区,30,男,普通
CUST_259925,台南市,50,女,普通
CUST_104811,北辰区,36,女,普通
CUST_862017,苏州市,7,女,会员
CUST_799644,吉安市,28,女,普通
CUST_962789,安庆市,46,女,普通
CUST_320239,衡水市,41,男,普通
CUST_652667,青浦区,43,男,会员
CUST_519754,安康市,52,女,会员
CUST_434114,昌江黎族自治县,29,女,普通
CUST_647611,克拉玛依市,45,男,普通
CUST_194423,大堂区,40,男,普通
CUST_872069,漳州市,25,男,普通
CUST_858111,扬州市,28,男,会员
CUST_401491,东城区,52,男,普通
CUST_286287,马鞍山市,44,女,普通
CUST_535346,东莞市,45,女,会员
CUST_690436,双鸭山市,51,女,普通
CUST_938344,万宁市,58,男,普通
CUST_728653,吉安市,26,女,会员
CUST_640052,六安市,45,男,会员
CUST_615905,沈阳市,42,男,普通
CUST_356988,朔州市,30,男,普通
CUST_726412,成都市,30,女,会员
CUST_548716,德宏傣族景颇族自治州,47,女,会员
CUST_130206,中西区,44,女,会员
CUST_977344,丽江市,48,女,会员
CUST_717729,包头市,44,男,会员
CUST_152220,台南市,39,男,普通
CUST_503944,大庆市,42,女,会员
CUST_941220,昌平区,43,男,普通
CUST_434993,日照市,20,男,会员
CUST_334901,乌兰察布市,39,女,会员
CUST_958932,佳木斯市,7,女,会员
CUST_647835,沧州市,42,女,会员
CUST_360286,张掖市,53,男,普通
CUST_124662,成都市,44,男,普通
CUST_338993,平谷区,36,女,普通
CUST_815546,赤峰市,41,男,普通
CUST_509309,海淀区,41,女,会员
CUST_205671,圣方济各堂区,38,男,普通
CUST_713708,鄂州市,57,男,会员
CUST_163468,信阳市,44,男,普通
CUST_349419,门头沟区,45,女,会员
CUST_872139,运城市,47,女,会员
CUST_719720,汕尾市,35,男,普通
CUST_504865,绍兴市,43,男,会员
CUST_689867,攀枝花市,37,女,会员
CUST_378469,闵行区,42,男,会员
CUST_286883,黔西南布依族苗族自治州,35,男,会员
CUST_903086,九龙城区,26,女,会员
CUST_551136,和田市,61,女,会员
CUST_451916,延庆区,46,男,会员
CUST_300921,渝中区,48,女,普通
CUST_829273,新余市,39,女,会员
CUST_827603,三明市,54,,会员
CUST_161507,普洱市,41,女,普通
CUST_774077,九江市,36,女,普通
CUST_155225,葵青区,49,男,普通
CUST_668188,白山市,38,男,会员
CUST_839980,淮南市,40,女,普通
CUST_993587,昆明市,35,男,普通
CUST_347155,衡水市,32,女,会员
CUST_880133,未知,39,男,普通
CUST_372434,抚顺市,50,男,普通
CUST_984445,荣昌区,48,男,会员
CUST_252827,晋中市,42,男,普通
CUST_943835,玉林市,30,女,会员
CUST_327735,东营市,20,男,普通
CUST_776507,黄大仙区,38,男,会员
CUST_691086,南开区,65,女,普通
CUST_177861,恩施土家族苗族自治州,65,女,普通
CUST_237435,绵阳市,48,男,会员
CUST_258271,桂林市,39,男,会员
CUST_921980,密云区,28,女,会员
CUST_930541,河北区,12,男,普通
CUST_202042,闵行区,59,女,普通
CUST_333627,安顺市,54,男,普通
CUST_607046,红河哈尼族彝族自治州,44,女,会员
CUST_302284,本溪市,73,女,会员
CUST_775635,广安市,35,男,会员
CUST_661280,阿里地区,51,男,会员
CUST_144199,毕节市,31,女,普通
CUST_766489,新竹市,35,男,会员
CUST_198918,锡林郭勒盟,34,女,会员
CUST_695187,唐山市,51,女,普通
CUST_580925,长治市,27,男,普通
CUST_842731,顺义区,42,女,会员
CUST_571627,徐汇区,34,女,普通
CUST_864559,临高县,39,女,普通
CUST_383000,漯河市,41,女,会员
CUST_565240,北区,58,男,普通
CUST_955218,昭通市,31,女,会员
CUST_222065,丽江市,40,男,普通
CUST_376705,蓟州区,56,女,会员
CUST_832212,武威市,33,男,普通
CUST_762215,伊犁哈萨克自治州,45,男,普通
CUST_117081,朝阳区,24,女,会员
CUST_888349,和田市,43,女,会员
CUST_750908,西贡区,53,女,会员
CUST_415298,乌兰察布市,31,男,普通
CUST_954576,黄山市,32,女,普通
CUST_260796,高雄市,32,女,会员
CUST_494215,赣州市,7,女,普通
CUST_419590,巴南区,133,女,普通
CUST_470280,保定市,13,男,普通
CUST_927657,漯河市,17,男,普通
CUST_854673,阳江市,42,女,普通
CUST_796668,克拉玛依市,57,女,会员
CUST_441996,安康市,27,女,会员
CUST_938930,临沧市,33,女,会员
CUST_161415,东城区,51,女,普通
CUST_172380,枣庄市,29,男,普通
CUST_673258,萍乡市,27,女,会员
CUST_870930,泰安市,52,女,普通
CUST_910163,遂宁市,39,男,普通
CUST_705059,资阳市,39,男,会员
CUST_785505,六安市,37,女,会员
CUST_898651,玉溪市,32,男,会员
CUST_729539,肇庆市,50,,普通
CUST_772783,江北区,37,女,会员
CUST_357525,六安市,40,女,普通
CUST_650526,驻马店市,32,女,普通
CUST_995512,沙田区,36,女,会员
CUST_983412,沙坪坝区,33,女,会员
CUST_935521,花地玛堂区,48,女,普通
CUST_580727,银川市,29,男,普通
CUST_535352,阜阳市,41,男,会员
CUST_329459,未知,50,男,普通
CUST_549754,龙岩市,38,女,普通
CUST_914249,秦皇岛市,43,女,会员
CUST_167843,宝山区,38,女,会员
CUST_483806,兰州市,53,男,普通
CUST_930564,河北区,28,男,会员
CUST_465164,内江市,32,女,普通
CUST_636163,奉贤区,37,男,会员
CUST_458854,万州区,40,男,普通
CUST_685307,郑州市,49,女,普通
CUST_383995,西青区,42,男,会员
CUST_235867,来宾市,44,女,会员
CUST_634954,遂宁市,51,男,会员
CUST_849477,朝阳市,39,女,普通
CUST_784393,宿迁市,36,女,会员
CUST_206386,太原市,43,男,会员
CUST_228876,安阳市,34,女,普通
CUST_563639,大堂区,33,男,会员
CUST_444645,玉溪市,52,男,会员
CUST_915100,许昌市,31,女,普通
CUST_459407,齐齐哈尔市,28,女,会员
CUST_374671,甘孜藏族自治州,55,女,会员
CUST_831570,绵阳市,54,男,会员
CUST_697586,伊犁哈萨克自治州,36,男,会员
CUST_272692,荣昌区,42,女,会员
CUST_483740,固原市,48,女,会员
CUST_503847,三门峡市,30,男,普通
CUST_272764,衡水市,31,男,会员
CUST_628718,包头市,11,男,会员
CUST_342739,哈密市,31,女,会员
CUST_514782,北海市,43,男,普通
CUST_919577,榆林市,19,女,普通
CUST_441780,广安市,48,女,普通
CUST_506331,塔城地区,30,女,普通
CUST_329075,常州市,32,女,会员
CUST_105466,锦州市,36,女,普通
CUST_546414,延安市,29,女,普通
CUST_883139,泰州市,46,男,普通
CUST_648948,东方市,51,女,普通
CUST_742902,德宏傣族景颇族自治州,26,女,会员
CUST_594655,七台河市,70,男,会员
CUST_738535,津南区,44,男,会员
CUST_664601,南开区,46,男,会员
CUST_767161,杭州市,42,女,会员
CUST_616385,镇江市,35,男,普通
CUST_528843,湛江市,30,女,普通
CUST_984465,玉林市,37,女,普通
CUST_365890,云浮市,39,男,普通
CUST_462766,密云区,39,男,普通
CUST_539020,顺义区,30,女,会员
CUST_895260,珠海市,35,女,普通
CUST_253088,乐山市,33,女,会员
CUST_266976,九龙城区,44,女,普通
CUST_266784,铜川市,33,男,普通
CUST_976268,铜川市,42,男,普通
CUST_882993,邯郸市,30,男,会员
CUST_477476,北区,32,女,普通
CUST_688583,庆阳市,35,男,会员
CUST_521377,东方市,45,男,会员
CUST_875427,牡丹江市,37,女,会员
CUST_755555,唐山市,53,男,普通
CUST_815751,未知,29,男,会员
CUST_137037,绍兴市,45,男,会员
CUST_492682,定安县,32,男,普通
CUST_969196,平凉市,46,男,会员
CUST_937520,武清区,49,女,会员
CUST_442877,东莞市,18,男,会员
